postcode,shopcode,flydist,distance,duration
75017,95220,15571,18914,1596
75017,94190,17569,29315,2078
75018,93302,2864,4893,792
75018,95220,17087,22265,1525
75018,92000,11818,15826,1536
75018,94117,9298,18758,1641
75018,94190,16552,26122,1934
75019,93302,2025,2561,751
75019,94117,9549,15779,1610
75019,95220,19478,24785,1631
75019,94190,15010,21314,1704
75019,92000,14534,20418,1837
75020,93302,4829,6478,918
75020,94117,8072,13171,1431
75020,94190,12174,18706,1524
75020,95220,22126,28151,1834
75020,92000,16112,23784,2041
75116,93302,10079,11919,874
75116,92000,6759,10883,917
75116,94117,7348,10869,930
75116,95220,16670,29456,1583
75116,94190,17561,29569,1829
76000,76000,2291,3065,591
76000,78203,66238,83556,3443
76000,76290,66095,84696,3494
76000,80220,68856,88672,3723
76100,76000,2291,3065,591
76100,78203,66238,83556,3443
76100,76290,66095,84696,3494
76100,80220,68856,88672,3723
76110,76290,20248,23762,1169
76110,76000,53035,65651,2749
76110,14120,74363,102995,4058
76111,76290,23398,31748,1987
76111,76000,63102,75638,3699
76113,76000,11312,16386,1726
76113,76290,57496,97223,4488
76116,76000,18445,22766,1824
76116,80220,58977,78300,3424
76116,76290,81416,109909,4428
76117,80220,4436,6720,553
76117,80440,64877,75460,4002
76119,76000,51254,62648,2985
76119,80220,41822,53646,3583
76119,76290,70465,92298,4557
76120,76000,4456,7340,509
76120,78203,66213,77292,2699
76120,76290,62990,81314,2872
76120,14120,100929,116847,3813
76130,76000,2646,5276,854
76130,80220,66803,85154,3316
76130,76290,64858,84273,3541
76130,78203,68963,85769,3615
76133,76290,5742,10306,641
76133,76000,61967,81161,3224
76133,14120,59886,97823,3761
76140,76000,2479,5449,540
76140,78203,66431,79932,2880
76140,76290,64036,83954,3053
76140,80220,71696,91095,3969
76150,76000,6028,7640,558
76150,76290,59339,77750,2843
76150,78203,74149,89552,3315
76150,80220,67747,93732,3537
76150,14120,101396,129107,4428
76160,76000,10668,13834,1175
76160,80220,63611,81820,3482
76160,78203,62649,89721,3852
76170,76290,24541,35893,1915
76170,76000,39350,71322,3101
76170,14120,71533,89624,4016
76190,76000,29219,37489,1764
76190,76290,41470,51965,2323
76190,80220,70865,98870,3893
76200,76000,52895,61003,2738
76200,80220,34052,43881,2769
76200,76290,77766,107473,4311
76210,76290,23275,31584,1819
76210,76000,43359,57882,2602
76210,14120,74624,104383,4086
76220,76000,41890,48857,2901
76220,80220,56027,66612,3645
76230,76000,9464,15031,1185
76230,80220,60379,80659,3132
76230,78203,69240,90918,3862
76240,76000,7191,9538,1083
76240,78203,61021,79122,3420
76240,80220,71008,92660,3962
76250,76000,2405,3640,652
76250,76290,62690,81998,3302
76250,78203,70364,90419,3623
76260,80220,9207,13256,850
76260,76000,65744,90196,3836
76270,80220,27859,37290,1620
76270,76000,43703,55475,2322
76270,80440,67145,77163,2727
76270,76290,94762,107912,3821
76280,76290,12216,18607,1077
76280,76000,63260,84158,3504
76280,14120,65558,103120,4235
76290,76290,2173,4183,403
76290,76000,64450,82554,3386
76290,14120,55704,92508,3646
76300,76000,4626,7377,797
76300,78203,63571,77779,3070
76300,76290,66896,88288,3434
76300,80220,71760,90486,3641
76310,76290,8347,13397,974
76310,76000,71467,95933,3841
76320,76000,18642,26256,1652
76320,78203,56927,69692,2781
76320,76290,67651,83154,3392
76320,14120,98090,118688,4334
76330,76290,30539,41324,2240
76330,76000,33440,48193,3336
76330,14120,73795,95055,4341
76340,80220,11773,15038,864
76340,76000,61925,75231,3071
76340,80440,56110,81381,3192
76340,76290,108532,127668,4570
76350,76000,11043,19398,1808
76350,78203,59680,73327,3437
76350,76290,67211,79441,3662
76360,76000,13774,18642,1092
76360,76290,54585,76244,2972
76360,80220,65609,91485,3765
76370,80220,30243,36851,2280
76370,76000,52900,65329,2853
76370,76290,80960,111799,4425
76380,76000,4845,6485,860
76380,76290,60059,87321,3622
76390,80220,26984,36947,1995
76390,80440,52173,59671,2086
76390,76000,55806,74876,2927
76390,76290,109735,127313,4426
76400,76290,27288,34861,1844
76400,76000,57787,66717,2954
76400,14120,81378,115793,4833
76410,76000,14509,21687,1104
76410,78203,57816,67821,2490
76410,76290,67865,81391,2916
76410,14120,100603,116924,3857
76420,76000,5040,10304,898
76420,80220,65632,81661,3063
76420,78203,66472,86191,3575
76420,76290,68257,91935,3801
76430,76290,12361,20105,1214
76430,76000,51471,75546,2904
76430,14120,61330,88568,3473
76430,78203,112395,129365,4698
76440,76000,39675,48027,2685
76440,80220,40685,55067,2753
76440,80440,66063,83136,3449
76440,76290,98179,116190,4441
76450,76000,47549,62587,2639
76450,76290,42281,51285,2710
76450,80220,69407,114016,4669
76460,76000,49349,57743,2806
76460,76290,51246,63077,3548
76460,80220,61449,75967,4578
76470,80220,15006,19381,1548
76470,80440,75060,97047,4268
76480,76000,13490,39639,2160
76480,76290,50389,73889,3025
76480,78203,79588,95543,3836
76490,76000,29393,46683,2248
76490,76290,36048,45451,2414
76490,80220,78742,108064,4376
76500,76000,17168,24460,1466
76500,76290,60771,81358,3206
76500,78203,63776,82313,3302
76500,14120,92546,116891,4147
76510,80220,27332,35127,2260
76510,76000,45837,62365,3102
76510,80440,81629,101217,4090
76520,76000,13399,14770,1505
76520,78203,55249,74908,3281
76520,76290,76151,95234,3756
76530,76000,11656,14175,1258
76530,76290,57681,95012,4020
76540,76290,34741,41050,2196
76540,76000,51946,63069,2807
76540,80220,77976,123012,4813
76550,76000,47243,55236,2325
76550,80220,37959,50443,3246
76550,76290,72680,101706,3898
76560,76000,36661,44808,2144
76560,76290,48469,66909,2806
76560,80220,61696,99027,3867
76570,76000,18288,21483,1280
76570,76290,55339,67707,2872
76570,80220,61310,87419,3539
76570,78203,85907,103395,4037
76580,76000,18001,26015,2072
76580,76290,45887,60554,3380
76580,78203,83470,107927,4828
76590,76000,39208,49667,2147
76590,80220,37257,48335,3199
76590,76290,73336,96137,3719
76600,76290,5285,9246,695
76600,76000,66868,86512,3274
76600,14120,48962,89717,3460
76600,78203,125392,143301,5093
76610,76290,5285,9246,695
76610,76000,66868,86512,3274
76610,14120,48962,89717,3460
76610,78203,125392,143301,5093
76620,76290,5285,9246,695
76620,76000,66868,86512,3274
76620,14120,48962,89717,3460
76620,78203,125392,143301,5093
76630,80220,19222,23601,1570
76630,76000,54162,79092,3641
76640,76000,40371,47230,1929
76640,76290,32451,45374,1995
76640,80220,77783,107173,3936
76650,76000,7627,10868,833
76650,78203,64250,76354,2806
76650,76290,63420,80376,2978
76650,14120,99764,115909,3919
76660,80220,19056,26432,1685
76660,76000,50403,75116,3101
76660,80440,69528,93434,3342
76660,76290,94341,127553,4600
76680,76000,30152,38722,1958
76680,80220,39338,52983,2233
76680,80440,81251,92915,3316
76680,76290,80778,91681,3515
76680,78203,81757,114610,4635
76690,76000,16748,29203,1801
76690,80220,52934,72496,3108
76690,76290,69549,86261,3675
76700,76290,5195,10625,567
76700,76000,59920,79530,2946
76700,14120,53835,81845,2980
76700,78203,119220,135434,4621
76710,76000,11427,21855,1431
76710,76290,64902,88678,3637
76720,76000,31379,41763,1844
76720,80220,42362,71129,2958
76720,76290,70354,88233,3417
76720,80440,91868,111061,4041
76730,76000,39429,50893,2210
76730,76290,63404,81763,3657
76740,76000,45728,50270,2839
76740,76290,58018,80545,3518
76740,80220,53260,66800,4079
76750,76000,24358,35153,1839
76750,80220,49446,66999,2948
76750,76290,83942,105714,3986
76760,76000,26981,39289,1855
76760,76290,54002,62026,2665
76760,80220,58136,85667,3522
76760,80440,107965,125598,4605
76770,76000,7178,9768,1370
76770,80220,62985,86122,3575
76770,76290,63840,85322,3706
76780,76000,31242,40080,2833
76780,80220,52340,70747,3366
76780,80440,75432,97582,4414
76790,76290,19016,25373,1484
76790,76000,64607,85101,3714
76800,76000,7525,14434,1067
76800,78203,61446,74755,3036
76800,76290,67262,81979,3219
76800,80220,74896,95825,4112
76810,76000,42766,57200,2541
76810,76290,60868,78627,3443
76810,80220,49626,62584,3937
76840,76000,7508,10129,999
76840,76290,56446,81430,3465
76840,78203,73162,95672,3874
76850,76000,25270,41561,1962
76850,80220,44923,63238,2512
76850,76290,72705,95096,3524
76850,80440,89300,103170,3594
76850,78203,83485,123473,4718
76860,76000,48891,63357,2833
76860,80220,44485,56169,3514
76860,76290,67223,87003,4076
76870,80220,35162,42522,2578
76870,80440,59683,73549,3154
76870,76000,46440,57343,3419
76870,60740,79224,97118,4846
76880,80220,31847,39280,2672
76880,76000,48183,60980,2710
76880,76290,78454,107450,4283
76890,76000,27214,34091,1697
76890,76290,63028,72783,3259
76890,80220,49835,75256,3352
76890,80440,98962,115188,4434
76910,80220,18104,23963,1822
76910,76000,64159,82170,3835
76920,76000,6493,7653,827
76920,78203,61633,75454,3057
76920,76290,69083,89976,3564
76920,80220,71512,90775,3705
76930,76290,6234,7691,622
76930,76000,68948,89297,3668
76940,76000,24345,47947,2592
76940,76290,39730,56700,2740
76940,78203,86743,103852,4267
76950,80220,32896,59335,2451
76950,76000,38199,53362,2457
76950,80440,82845,99267,3533
76950,76290,79848,99832,4029
76960,76000,4608,6358,1079
76960,76290,62727,81912,3416
76960,80220,65832,87659,3520
76960,78203,71959,90334,3737
76970,76000,27332,35251,1679
76970,76290,48118,57352,2341
76970,80220,64070,89470,3402
76970,78203,95394,117163,4436
76980,76000,50777,64511,3057
76980,76290,56790,69709,3624
77000,77000,4874,7151,689
77000,91350,26743,34387,2184
77000,94190,31258,38180,2368
77000,91940,39259,54433,2701
77000,94117,41039,58037,2858
77090,77100,19181,25670,1231
77090,94190,18804,26295,1413
77090,77000,30180,38308,1619
77090,94117,25767,29901,1729
77090,93460,9143,17940,1890
77100,77100,1142,3518,725
77100,94190,38651,53287,2798
77100,77000,46567,65300,3003
77100,93302,37509,52250,3017
77100,94117,43880,56893,3114
77111,77000,11698,18254,1087
77111,91350,23837,34735,2159
77111,94190,23145,36169,2257
77111,77100,34373,47427,2401
77111,91940,38130,54781,2675
77114,77000,52636,70066,3087
77114,10600,52733,61592,3105
77114,77100,62438,76104,3677
77115,77000,9956,11734,716
77115,91350,31387,40745,2068
77115,94190,33933,44538,2251
77115,91940,44777,60791,2584
77115,77100,44919,54367,2742
77118,77000,43045,52350,2553
77118,91350,64880,75572,3544
77118,10600,63526,93904,3670
77120,77100,23224,28113,1985
77120,77000,42261,48413,2695
77120,94190,47848,65431,3159
77120,94117,56346,69036,3475
77120,93460,39671,57076,3636
77122,77100,8425,10091,955
77122,93302,34886,49871,2421
77122,60740,36080,45727,2664
77122,95220,47431,62437,2769
77122,94190,39909,61996,2801
77123,91350,35346,42894,2293
77123,77000,24086,33653,2373
77123,91940,41497,59517,2870
77123,94117,51508,63121,3028
77123,94190,44279,66684,3184
77124,77100,3977,6168,700
77124,93302,34471,47929,2273
77124,94190,37488,56176,2492
77124,95220,48423,60495,2621
77124,77000,48105,68189,2698
77126,77000,36713,46484,2227
77126,91350,58510,69706,3218
77126,94190,60422,73498,3401
77126,10600,69357,97209,3587
77126,91940,71702,89751,3735
77127,77000,9970,12561,598
77127,91350,12688,16513,1279
77127,94190,16576,22425,1460
77127,91940,26551,36558,1795
77127,94117,26202,40163,1953
77130,77000,31273,40849,1987
77130,91350,53293,64071,2978
77130,94190,56986,67864,3161
77130,10600,78409,93071,3258
77130,91940,65487,84117,3494
77131,77100,24570,33672,1653
77131,77000,33927,38581,2252
77131,94190,41635,55600,2715
77131,94117,50796,59205,3031
77131,93460,35546,47244,3192
77133,77000,18190,23713,1471
77133,91350,40221,49840,2894
77133,94190,44076,53632,3077
77133,91940,52615,69885,3410
77133,77100,54280,63965,3508
77134,77000,44596,58032,2747
77134,77100,59267,70891,3491
77134,91350,65702,81254,3738
77135,77100,20243,26923,1352
77135,94190,19774,30539,1596
77135,77000,26986,33681,1681
77135,94117,27936,34145,1912
77135,93460,12884,22184,2074
77138,77100,22640,33813,1975
77138,94190,59254,69538,3423
77138,51100,66833,90320,3594
77138,77000,61429,81551,3629
77139,77100,12940,14999,1302
77139,93302,42171,55694,2879
77139,60740,37829,51503,3002
77139,94190,47562,66904,3148
77139,95220,53639,68260,3227
77140,91350,49861,54220,2017
77140,77000,31889,34816,2079
77140,91940,58395,70842,2594
77140,94117,65812,74447,2752
77140,94190,57117,78010,2908
77141,77100,30906,40693,1957
77141,77000,36129,46557,2314
77141,94190,47274,62620,3019
77141,94117,56774,66226,3335
77141,91350,50809,68508,3373
77144,77100,11246,16136,1544
77144,94190,26468,35949,1898
77144,77000,36486,47962,2104
77144,94117,32376,39555,2214
77144,93460,14064,20295,2280
77145,77100,18038,19514,1532
77145,60740,44229,56517,3209
77145,93302,50391,65297,3320
77145,94190,54853,75433,3507
77145,51100,74439,95721,3629
77148,77000,28792,38162,1970
77148,91350,50694,61384,2960
77148,94190,53052,65176,3144
77148,91940,63760,81429,3477
77148,77100,55547,78577,3602
77150,77000,20370,25047,1109
77150,94190,13678,32406,1726
77150,77100,28637,41362,1816
77150,91350,19116,35726,1970
77150,94117,23437,36012,2042
77151,77100,49588,68033,3192
77151,77000,61203,72192,3301
77151,10600,59008,70002,3738
77154,77000,29340,37049,2201
77154,91350,50661,61747,3351
77154,94190,51971,65540,3534
77154,77100,51297,62930,3810
77157,77000,47333,60310,3063
77157,10600,57901,68219,3734
77160,77100,47342,58168,2773
77160,77000,44649,62682,2929
77160,10600,64345,70474,3562
77160,94190,61575,83566,3637
77163,77100,15943,23488,1474
77163,77000,33004,39859,2386
77163,94190,33894,49257,2606
77163,94117,42200,52862,2922
77163,93460,25750,40902,3083
77164,77100,18156,24839,1245
77164,94190,20613,28755,1579
77164,77000,29584,40767,1785
77164,94117,28032,32360,1895
77164,93460,11632,20400,2057
77165,77100,11162,13617,1161
77165,93302,34073,46318,2185
77165,60740,33299,42606,2480
77165,95220,45776,58884,2532
77165,92000,47813,57595,2731
77166,77000,12423,18059,1107
77166,94190,18496,26268,2182
77166,91350,19540,32522,2187
77166,77100,34190,42942,2352
77166,91940,33845,52568,2704
77167,91350,54273,60596,2576
77167,77000,36645,41191,2637
77167,91940,62336,77218,3153
77167,94117,70296,80823,3311
77167,89470,78412,94956,3442
77169,77100,24548,37497,2224
77169,77000,48640,65961,3347
77169,94190,53192,65923,3802
77170,77000,15093,24034,1767
77170,94190,15500,22642,2379
77170,91350,17841,34713,2628
77170,77100,32780,50505,2820
77170,94117,25835,45155,3046
77171,10600,51882,57623,3059
77171,77000,55816,60603,3594
77171,77100,58455,72485,3687
77173,77000,18635,26754,1603
77173,77100,28196,37993,2198
77173,94190,17488,25256,2213
77173,91350,21775,37327,2461
77173,94117,27405,42107,2541
77174,77100,14776,21066,1117
77174,94190,28557,37585,1873
77174,77000,31393,49598,2079
77174,94117,36500,41191,2189
77174,93460,19873,29230,2351
77176,77000,6332,7746,698
77176,91350,15779,20786,1501
77176,94190,21034,24578,1684
77176,91940,28721,40831,2017
77176,94117,30379,44436,2175
77177,77100,18266,34145,1744
77177,94190,20503,33264,1959
77177,93460,6019,11517,2024
77177,77000,36970,45276,2164
77177,94117,24514,36869,2275
77178,77100,15354,18631,1459
77178,93302,36310,47823,2331
77178,60740,30523,42736,2366
77178,95220,46459,60389,2679
77178,92000,49567,59100,2877
77181,77100,19060,27046,1598
77181,93302,17341,36637,1796
77181,93460,6782,12638,1824
77181,94190,21675,37574,1959
77181,95220,33277,49202,2144
77183,77100,21231,28778,1813
77183,94190,16821,28086,1861
77183,77000,28796,40099,2066
77183,94117,24094,31692,2177
77183,93460,8487,19731,2338
77184,94190,13943,22140,1198
77184,77100,23705,31130,1304
77184,77000,29127,33181,1378
77184,94117,20769,25746,1514
77184,93460,6030,13626,1664
77185,77100,21331,29079,1305
77185,94190,16286,24315,1395
77185,77000,30696,35376,1584
77185,94117,22653,27921,1711
77185,93460,6060,11977,1838
77186,94190,16171,25813,1445
77186,77100,21538,33631,1483
77186,93460,4403,9954,1523
77186,77000,32114,37767,1638
77186,94117,21784,29419,1761
77190,77000,6195,9440,849
77190,91350,24709,27969,1643
77190,91940,36113,44591,2220
77190,94117,39989,48196,2378
77190,94190,30804,40621,2551
77200,77100,19131,30287,1508
77200,94190,18511,25846,1568
77200,77000,32896,37800,1761
77200,93460,6330,12899,1813
77200,94117,24209,29452,1884
77210,77000,17866,19824,1562
77210,91350,38889,43294,2703
77210,94190,44241,51004,3263
77210,91940,50139,59917,3280
77210,94117,53843,63522,3437
77220,77000,22508,31831,1649
77220,77100,23473,36599,1791
77220,94190,23079,41772,2132
77220,94117,32456,45378,2448
77220,91350,28143,50202,2563
77230,93302,26283,36319,1831
77230,77100,17974,25826,1897
77230,95220,36548,48885,2178
77230,60740,26432,42090,2261
77230,92000,39374,47596,2377
77240,77000,2912,3731,431
77240,91350,19356,25104,1788
77240,94190,24333,28896,1971
77240,91940,32107,45149,2304
77240,94117,33859,48754,2462
77250,77000,28630,34166,2335
77250,91350,49434,57431,2945
77250,91940,60095,74053,3522
77250,94117,64569,77658,3680
77260,77100,18389,31239,1708
77260,94190,55063,66964,3156
77260,51100,71037,87608,3268
77260,77000,57997,78977,3362
77260,94117,60976,70570,3472
77270,77100,18980,22653,1393
77270,93302,17646,31471,1677
77270,95220,32420,44037,2024
77270,94190,24045,40015,2059
77270,92000,31894,42748,2223
77280,60740,21220,25799,1940
77280,77100,22755,27350,2123
77280,93302,28015,42404,2303
77280,95220,35560,55805,2594
77280,92000,39989,53681,2849
77290,77100,19332,26808,1547
77290,93302,19188,29084,1552
77290,95220,31961,41650,1899
77290,92000,32966,40361,2098
77290,94190,27786,44045,2134
77300,77000,17113,19422,1452
77300,91350,36286,42686,2062
77300,91940,46506,59309,2639
77300,94117,51851,62914,2797
77300,94190,42744,66476,2953
77310,77000,7923,12080,980
77310,91350,19151,21838,1184
77310,91940,30007,38461,1761
77310,94117,34911,42066,1919
77310,94190,26360,45628,2075
77320,77100,37859,50232,3028
77320,77000,54952,71232,3545
77320,94190,64113,83382,4284
77330,77000,23116,31859,1464
77330,77100,24305,33720,1842
77330,94190,17349,34108,1894
77330,94117,26428,37714,2210
77330,91350,23626,42537,2325
77340,77000,25534,29709,1387
77340,94190,12826,26701,1500
77340,77100,25727,35658,1591
77340,94117,21155,30307,1816
77340,93460,9350,18154,1950
77350,77000,3415,5242,655
77350,91350,21900,28397,1873
77350,94190,27501,36423,2356
77350,91940,33980,45019,2450
77350,94117,36852,48624,2607
77360,93460,5152,9339,1591
77360,77100,19255,33440,1631
77360,94190,18803,29060,1760
77360,77000,34721,41014,1954
77360,94117,23600,32665,2076
77370,77000,29376,32147,2059
77370,77100,43831,55266,2966
77370,91350,49051,56845,3209
77370,94190,48773,60638,3393
77370,91940,63111,76891,3726
77380,77000,12017,16017,904
77380,91350,13592,21567,1524
77380,94190,14710,23001,1622
77380,91940,27883,41613,2040
77380,94117,24878,45218,2198
77390,77000,14863,17317,1146
77390,77100,33887,39662,1935
77390,91350,30049,39268,2205
77390,94190,29058,39734,2325
77390,91940,44330,59313,2721
77400,77100,14303,25892,1704
77400,94190,23411,35076,1942
77400,77000,36311,47089,2148
77400,93460,10164,15357,2224
77400,94117,28638,38682,2258
77410,77100,11782,16579,1175
77410,93302,24903,39736,1987
77410,94190,29155,42151,2193
77410,95220,39396,52302,2334
77410,77000,43903,54164,2399
77420,94190,14992,21575,1287
77420,93460,2888,7660,1361
77420,77100,22945,35275,1522
77420,94117,20162,25181,1603
77420,77000,32422,40213,1677
77430,77000,20728,23426,1861
77430,91350,42258,53773,2891
77430,94190,47090,73121,3457
77430,91940,53845,70395,3469
77430,94117,56888,74000,3626
77440,77100,15518,18830,1687
77440,94190,53112,70034,3114
77440,51100,74127,88897,3170
77440,77000,59700,82047,3320
77440,94117,57843,73640,3430
77450,77100,5849,15533,1010
77450,93302,30823,48836,2353
77450,94190,31854,46571,2486
77450,77000,42008,58584,2692
77450,95220,46234,61402,2701
77460,91350,60727,70390,2753
77460,77000,42323,50986,2814
77460,91940,69063,87013,3330
77460,45400,71546,100029,3454
77460,94117,76665,90618,3488
77470,77100,5864,8121,842
77470,94190,42542,55802,2616
77470,77000,48288,67815,2821
77470,94117,48242,59408,2932
77470,93460,29712,47447,3093
77480,77000,51387,63037,2897
77480,10600,54210,64422,3322
77480,91350,72825,86259,3888
77500,93460,3020,7369,1437
77500,77100,21465,29059,1923
77500,93302,15831,38510,2022
77500,94190,17878,36604,2089
77500,77000,36348,48616,2295
77510,77100,30322,41377,2387
77510,77000,58009,78013,3866
77515,77100,18738,24576,1704
77515,77000,36943,44855,2641
77515,94190,40637,54747,2925
77515,94117,49088,58353,3241
77515,93460,32557,46392,3402
77520,77000,36693,44465,2277
77520,91350,57836,71321,3213
77520,77100,54379,68001,3389
77520,94190,58684,75114,3396
77520,91940,71496,91367,3729
77540,77100,29019,47204,2028
77540,77000,28517,44618,2092
77540,94190,39602,65502,2800
77540,94117,49331,69108,3116
77540,91350,42775,66569,3151
77550,77000,6898,10651,952
77550,91350,18816,28361,2014
77550,94190,20788,29795,2112
77550,91940,32834,48407,2530
77550,94117,30978,52012,2688
77560,77100,50129,68381,3453
77560,77000,55433,75416,3612
77570,91350,58527,66037,3057
77570,77000,42808,47135,3117
77570,45400,62059,89743,3412
77570,91940,65074,82660,3634
77580,77100,10261,17643,1100
77580,94190,38805,48396,2429
77580,77000,40789,47020,2673
77580,94117,45982,52001,2745
77580,93460,28100,40041,2907
77590,77000,10321,12530,1084
77590,91350,32115,43433,2518
77590,94190,36668,47225,2701
77590,91940,44325,63478,3034
77590,94117,46489,67083,3192
77600,77100,15678,21792,1130
77600,94190,22833,30167,1599
77600,77000,31703,42180,1805
77600,94117,29828,33773,1915
77600,93460,12581,21812,2077
77610,77100,23034,27131,1258
77610,77000,25222,28432,1515
77610,94190,30265,49367,2254
77610,94117,39654,52973,2570
77610,91350,34767,50383,2574
77620,91350,65627,73207,3158
77620,77000,46108,53803,3219
77620,89470,65317,79437,3434
77620,91940,74688,89830,3735
77630,77000,15617,18587,1726
77630,91350,30467,37779,2001
77630,91940,39292,54402,2579
77630,94117,46520,58007,2736
77630,94190,38247,61569,2892
77640,77100,16811,27772,1706
77640,94190,50828,68339,3231
77640,77000,51487,80352,3436
77640,94117,57641,71945,3547
77640,93460,39384,59984,3708
77650,77000,44595,59020,2782
77650,77100,54277,67844,3349
77650,91350,64806,82241,3773
77660,77100,10943,13550,1304
77660,94190,47547,60580,2629
77660,77000,51859,72593,2835
77660,94117,53401,64186,2945
77660,93460,34878,52225,3106
77670,77000,23133,29549,1900
77670,91350,44930,64235,3020
77670,94190,49340,68028,3203
77670,91940,56779,84281,3536
77670,77100,59577,81428,3662
77680,77000,25821,30713,1407
77680,94190,16253,28247,1748
77680,77100,23038,37203,1838
77680,94117,24556,31852,2064
77680,93460,10872,19699,2198
77690,77000,27147,33853,2249
77690,91350,46659,57117,2859
77690,91940,56420,73740,3436
77690,94117,62264,77345,3594
77690,89470,82699,101562,3743
77700,77100,10364,17736,838
77700,94190,28381,39729,1806
77700,77000,35896,51741,2012
77700,94117,34928,43334,2122
77700,93460,16905,31374,2283
77710,77000,39437,46353,3082
77710,91350,59854,71823,3281
77710,89470,69262,81448,3818
77720,77000,19235,24193,1305
77720,91350,38331,48891,2455
77720,77100,39528,46714,2553
77720,94190,38361,52684,2638
77720,91940,52405,68937,2971
77730,77100,25121,35712,2054
77730,94190,61026,71437,3503
77730,77000,61777,83450,3708
77750,77100,25947,37611,1989
77750,94190,60099,73336,3437
77750,77000,58798,85349,3643
77760,91350,43217,49461,2125
77760,77000,30045,34068,2131
77760,91940,49357,66084,2703
77760,94117,59395,69689,2860
77760,94190,51933,73251,3016
77780,77000,25232,29080,1958
77780,91350,43771,53449,2487
77780,91940,53050,70072,3064
77780,94117,59574,73676,3221
77780,94190,50682,77239,3378
77810,77000,20037,22971,1685
77810,91350,41212,50511,2386
77810,91940,52491,67134,2963
77810,94117,56095,70739,3121
77810,94190,46433,54152,3386
77820,77000,15617,18821,1276
77820,91350,37469,47309,2546
77820,94190,40189,51101,2729
77820,91940,50610,67354,3062
77820,77100,48558,64502,3187
77830,77000,22460,26833,1852
77830,91350,44472,52959,3274
77830,94190,47370,56752,3457
77830,91940,57355,84514,3684
77840,77100,23152,42161,1867
77840,51100,67984,89051,3286
77840,94190,60560,77886,3315
77840,77000,67616,89899,3521
77840,60740,49755,60163,3584
77850,77000,16994,22614,1532
77850,91350,38756,45474,2768
77850,94190,43287,52533,3137
77850,91940,50708,62096,3345
77850,94117,53158,65701,3503
77860,77100,5724,7667,828
77860,94190,34187,44639,2216
77860,77000,40466,56652,2421
77860,94117,40448,48245,2532
77860,93460,22123,36284,2693
77870,77000,17040,19891,1517
77870,91350,38483,43362,2658
77870,94190,43432,51072,3218
77870,91940,50107,59985,3235
77870,94117,53173,63589,3392
77880,77000,28070,30267,1916
77880,91350,45632,53745,2434
77880,91940,54169,70367,3012
77880,94117,61610,73972,3169
77880,89470,85552,94574,3247
77890,45400,54782,79872,3021
77890,91350,55720,66333,3048
77890,77000,42868,50940,3053
77890,91940,60573,82956,3625
77910,77100,7294,10208,1064
77910,93302,40566,57919,2952
77910,94190,43910,66229,3038
77910,60740,41595,53727,3075
77910,77000,53267,78242,3243
77920,77000,14109,19798,1340
77920,91350,35724,42612,2656
77920,94190,40483,49717,2945
77920,91940,47617,59234,3233
77920,94117,50268,62839,3391
77930,77000,11578,14689,1226
77930,91350,25507,29988,1323
77930,91940,35025,46610,1900
77930,94117,41492,50215,2058
77930,94190,33144,53778,2214
77940,77000,38025,54456,2808
77940,91350,59688,82815,3716
77950,77000,4792,6596,467
77950,91350,25036,33533,1857
77950,94190,27703,37326,2040
77950,77100,42787,48963,2296
77950,91940,38595,53579,2373
77970,77100,36402,45792,2220
77970,77000,38756,50306,2376
77970,94190,52195,71190,3084
77970,94117,61901,74796,3400
77970,91350,55058,72257,3435
77990,93302,19721,29055,1591
77990,60740,24743,37314,1833
77990,77100,23139,30566,1856
77990,95220,29492,47057,1947
77990,92000,32352,40332,2137
78000,78317,15103,15805,1064
78000,92000,11497,14975,1610
78000,91940,15290,27866,1615
78000,94190,24473,32625,1823
78000,94117,15376,23695,1895
78100,95220,8995,18852,1209
78100,92000,8144,13509,1617
78100,78203,31002,39018,1934
78100,78317,24726,32609,2127
78100,93302,21045,25295,2622
78110,92000,4130,4782,713
78110,95220,12520,26331,1499
78110,93302,18478,21923,1761
78110,78317,21829,27797,1870
78110,94117,17154,24622,1964
78111,78203,9433,12779,860
78111,78317,28857,37634,2617
78111,92000,41532,56370,2792
78111,95220,42343,73630,3304
78111,93302,55801,69100,3571
78112,92000,9728,18989,1488
78112,78203,29512,35384,1720
78112,78317,17717,32741,1938
78112,95220,15893,26498,1984
78112,93302,24073,31718,2267
78113,78317,20669,36832,2116
78113,78203,28845,40087,2487
78113,28600,37348,50434,2663
78113,92000,43661,57234,2895
78113,91940,40703,68380,3133
78114,78317,9161,14608,1038
78114,91940,12920,19534,1435
78114,92000,19767,30273,1964
78114,91350,26130,35038,2194
78114,94190,28845,42087,2245
78117,91940,10035,15011,998
78117,78317,13100,17064,1208
78117,91350,22435,30515,1757
78117,94117,17849,31344,1762
78117,94190,24879,34898,1916
78120,78317,15589,23013,1346
78120,91940,25577,37080,1900
78120,28600,37352,48946,2097
78120,91350,39501,56172,2737
78120,94117,40441,58594,2782
78121,78203,20989,25530,1666
78121,92000,19474,28908,1798
78121,78317,14778,22466,1838
78121,95220,23198,46167,2309
78121,93302,33824,41637,2577
78124,78203,17460,23484,1599
78124,78317,15712,21580,1812
78124,92000,23688,34829,2142
78124,95220,26685,52088,2654
78124,93302,38034,47558,2921
78125,78317,18323,26081,1841
78125,91940,33964,54429,2496
78125,28600,32731,43744,2651
